id;cluster_id;title;description;brand;Part Number;Sub-Category;Category;Generation;Capacity;Spindle Speed;Manufacturer;price
15344984;139055; ST3600057SS Seagate 600-GB 15K 3.5 6G SAS HDD,  New ST3600057SS HDD Wholesale Price ST3600057SS;Description:Seagate Cheetah 600GB 3.5-inch 6G Serial Attached SCSI (SAS) Hot-Plug 15K 16MB Hard DrivePart Number(s) Manufacturer Part# ST3600057SS ;Seagate;ST3600057SS;15K;Seagate HardDrive;SAS;600GB;15000RPM;Seagate;
14759826;548355; 768590-B21 HP XL2x0  Intel Xeon E5-2640v3 2.6GHz,  Price 768590-B21 New 768590-B21 2.6GHz Wholesale;Description:HP XL2x0 G9 Intelï¿½ Xeonï¿½ E5-2640v3(2.6GHz/8-core/20MB/90W)Processor KitPart Number(s) Manufacturer Part# 768590-B21 FIO Part# 768590-L21 ;HP Enterprise;768590-B21;Intel Xeon;Proliant Processor;G9;;;;
7819790;64032; 537821-001 HP 72-GB 6G 15K 2.5 DP NHP SAS HDD,  Price 537821-001 New 537821-001 HDD Wholesale;Description:72GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Non-Hot-Plug 15K Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 537805-B21 Spare Part# 537821-001 Assembly Part# 512544-001 Model# DH0072FAQRD ;HP Enterprise;537821-001;10K;Proliant HardDrive;SAS NHP;72GB;15000RPM;;
4357511;444726; HUC101414CSS300 Hitachi 146-GB 10K 2.5 SAS ; Description:10 x Hitachi 146GB 2.5-inch SFF Serial Attached SCSI (SAS) Hot-Plug 10K Hard DrivePart Number(s) Manufacturer Part# HUC101414CSS300;Hitachi;HUC101414CSS300-10PK;10K;Hitachi HardDrive;SAS;146GB;;Hitachi;$1,896.95, USD
5657742;2439705; 603574-B21 HP Xeon L5630  BL490c G7 ; Description:HP Intelï¿½ Xeonï¿½ L5630 BL490c G7(2.13GHz/4-core/12MB/40W)Full Processor Option KitPart Number(s)Manufacturer Part# 603574-B21;HP Enterprise;603574-B21;Intel Xeon;Proliant Processor;G7;;;;USD, $95.95
293238;15132474; 232432-B22 HP 72.8-GB  10K ; Description: 72.8GB Wide Ultra3 SCSI 10K Drive (1 inch)Wide Hot-Plug Spare Part# 233349-001 Option 232432-B22 Assembly 233806-004;HP Enterprise;232432-B22;10K;Proliant HardDrive;Ultra3;;;HP/Compaq;CAD, $124.74 CAD
1017366;12219931;  348445-B21 HP DL740R Xeon 3.0 4MB 4P 4G ; Description: Proliant DL740R XN3.0GHZ/4MB/4P/4G Option Part# 348445-B21 ;HP Enterprise;348445-B21;;;;;;;$1,780.15, USD
6743249;871757; ST1000NC001 Seagate 1-TB 7.2K 3.5 6G SATA,  Price ST1000NC001-2Pack  ST1000NC001 SATA 2 Pack Wholesale;Description:2 x Seagate Constellation CS (Enterprise) 1TB Hot-Plug Serial ATA (SATA) NCQ 6Gb/s 7200RPM 3.5-inch form factor  64MB Hard DrivePart Number(s) Seagate Part# ST1000NC001 ;Seagate;ST1000NC001-2Pack;7.2K;Seagate HardDrive;SATA;1TB;7200RPM;Seagate;
4603067;133637; 395501-002 HP 500-GB 1.5G 7.2K 3.5 SATA HDD,  New 395501-002 HDD Wholesale Price 395501-002;Description:500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 395473-B21 Spare Part# 395501-002 Assembly Part# 395474-001 Assembly Part# 454141-002 Assembly Part# 601452-001 Assembly Part# 432337-004 Model# GB0500C8046 Model#GB0500C4413 Model# 6H500F0 Model# MB0500CBEPQ ;HP Enterprise;395501-002;7.2K;Proliant HardDrive;SATA;500GB;7200RPM;;
5754127;87496; 518194-001 HP 146-GB 6G  2.5 DP SAS ; Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 507125-B21 Spare 507283-001 Assembly 518194-001 Model# DG0146FARVU;HP Enterprise;518194-001-10Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;USD, $897.14
16213566;11702319; HP 242520-B21 35/70-GB  SCSI DLT ; Description:35/70GB DLT 7000 Internal SCSI Tape Drive (Beach Gray) - 5.25-inch form factor full-height with 68-pin connectorPart Number(s)Option Part# 242520-B21 ;HP Enterprise;242520-B21;TapeDrive;Proliant;35/70GB;;;;CAD, $223.80 CAD
12096122;13885634; HP 158856-001 20/40-GB Int SCSI DAT ; Description: 20/40GB Int SCSI DAT Option Part# 158856-001 ;HP Enterprise;158856-001;TapeDrive;Proliant;20/40GB;;;;CAD, $256.04 CAD
6921812;6287171; G8763 Dell 73-GB 10K 3.5 3G SP SAS w/F9541,  Price G8763-10Pack New G8763 w/F9541 10 Pack Wholesale;Description:10 x 73GB 10K SAS 3.5-inch 3G HD Single Port (SP) Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Manufacturer Part# G8763 Manufacturer Part# 8D073S0 ;Dell;G8763-10Pack;10K;Dell HardDrive;SAS;73GB;10000RPM;Dell;
287742;1096671;  488058-001 HP 146-GB 15K  DP SAS; Description:10 x 146GB Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 384854-B21 Spare 488058-001 Assembly 454228-001 Model# DF0146B8052;HP Enterprise;488058-001-10Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;USD, $956.66
13288959;226761; 304044-001 HP 499W RPS with Fan,  Price 304044-001 Fan Wholesale 304044-001;Description:Compaq StorageWorks 499W Power Supply w/FanModular San Array MSA500/1000Part Number(s)Spare Part# 304044-001 ;HP Enterprise;304044-001;Proliant Power Supply;StorageWorks;MSA500/1000;;;;
10506448;351588; 636206-B21 HP Xeon X5645 2.53GHz DL180 G6,  New 636206-B21 G6 Wholesale Price 636206-B21;Description:HP Intelï¿½ Xeonï¿½ E5645 DL180 G6 (2.53GHz/6-core/12MB/80W)Full Processor Option KitPart Number(s)Manufacturer Part# 636206-B21 ;HP Enterprise;636206-B21;Intel Xeon;Proliant Processor;G6;;;;
17341508;7684811;  HP 146-GB 15K 3.5 DP SAS,  New  SAS 2 Pack Wholesale Price -2Pack;Description:2 x 146GB Serial Attached SCSI (SAS) 15K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 384854-B21 Spare Part# 389344-001 Assembly Part# 417190-003 Model# DF146BB6C2 ;HP Enterprise;384854-B21-2Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
306740;413567; 495276-002 HP 450-GB 10K FC-AL ,  New 495276-002 10 Pack Wholesale Price 495276-002-10Pack;Description:10 x StorageWorks 450GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard Drive Part Number(s) Option Part# AP729A Option Part# AP729B Spare Part# 518736-001 Assembly Part# 495276-002 Bare Model# BD450DAJZH ;HP Enterprise;495276-002-10Pack;10K;Storageworks HDD;Fibre Channel;10 x 450GB;;HP/Compaq;
460012;9179397; 320945-041 HP 1GB 133MHz ECC  Memory ; Description:HP 1GB 133MHz ECC SDRAM MemoryPart Number(s) HP Part# 320945-041;HP Enterprise;320945-041;Genuine HP Memory;HP;1GB;1GB;;Hewlett-Packard;$74.45, USD
11678605;1430278; 332649-002 HP 80-GB 1.5G 7.2K 3.5 SATA,  New 332649-002 SATA 5 Pack Wholesale Price 332649-002-5Pack;Description:5 x 80GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch highIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 349237-B21 Spare Part# 353042-001 Assembly Part# 332649-002 Model# 6Y080M0 ;HP Enterprise;332649-002-5Pack;7.2K;Proliant HardDrive;SATA;80GB;7200RPM;;
1594828;15027404; 0C549P Dell 1-TB  7.2K 3.5 SAS w/F9541,  Price 0C549P-5Pack New 0C549P w/F9541 5 Pack Wholesale;Description:5 x Dell 1TB 7.2K 3G 3.5-inch (LFF) SAS Hot-Plug Dell Hard Drive in Dell F9541 3.5-inch Hot-Plug Hard Drive Tray (as pictured)Genuine Dell serial number and firmwareGenuine Dell Certified Enterprise Class Hard DrivePart Number(s)Dell Part# 0C549P ;Dell;0C549P-5Pack;7.2K;Dell HardDrive;SAS;1TB;7200RPM;Dell;
2821292;1457459; 660608-B21 HP Xeon  2.9GHz ML350p G8,  Price 660608-B21 New 660608-B21 G8 Wholesale;Description:HP Intelï¿½ Xeonï¿½ E5-2667 ML350p G8(2.9GHz/6-core/15MB/130W)Full Processor Option KitPart Number(s) Manufacturer Part# 660608-B21 ;HP Enterprise;660608-B21;Intel Xeon;Proliant Processor;G8;;;;
15702778;438887; , MAU3036RC Fujitsu 36-GB  3.5 SP SAS Price MAU3036RC-10Pack New MAU3036RC SAS 10 Pack Wholesale;Description:10 x 36GB 3.5-inch 3G Serial Attached SCSI (SAS) SFF Single Port Hot-Plug 15KPart Number(s) Manufacturer Part# MAU3036RC ;Fujitsu;MAU3036RC-10Pack;15K;Fujitsu HardDrive;SAS;36GB;15000RPM;Fujitsu;
14352015;27591; MM0500GBKAK-SC HP  G9 500-GB 6G 7.2K 2.5 SATA SC ; Description:HP G8 G9 (Gen8 Gen9) 500GB 2.5-inch (SFF) Serial ATA(SATA) 6G 7.2K Hot-Plug Midline (MDL) Hard Drive in G9(Gen8 SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 655708-B21 Spare 656107-001 Assembly 614829-002 Model# MM0500GBKAK ST9500620NS SmartBuy 655708-S21;HP Enterprise;MM0500GBKAK-SC;7.2K;Proliant HardDrive;SATA SC;500GB;7200RPM;;USD, $165.95
521501;11281178;  ST373405FC Seagate 73-GB  FC-AL HDD; Description:73GB 10K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard DrivePart Number(s)Manufacturer Part# ST373405FC;Seagate;ST373405FC;10K;Seagate HardDrive;Fibre Channel;73GB;;Seagate;$109.95, USD
16412405;271072; DG0300BAMYR HP 300-GB 3G 10K 2.5 DP SAS,  New DG0300BAMYR SAS 2 Pack Wholesale  DG0300BAMYR-2Pack;Description:2 x 300GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 492620-B21 Spare Part# 493083-001 Assembly Part# 507605-002 Model# DG0300BAMYR ;HP Enterprise;DG0300BAMYR-2Pack;10K;Proliant HardDrive;SAS;300GB;10000RPM;;
4778799;205095; EG0300FBLSE-M6625 HP 300-GB 6G 10K 2.5 SAS M6625,  Price EG0300FBLSE-M6625-10PK New EG0300FBLSE-M6625 M6625 10 Pack Wholesale;Description:10 x 300GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Hot-Plug 10K Enterprise Hard DriveIn HPE SAS EVA Hot-Plug Hard Drive tray (as pictured)For HPE P6000 series M6625 EVA enclosures onlyGenuine HPE serial number and EVA 6625 firmwarePart Number(s) Option Part# AP875A Spare Part# 583711-001 Assembly Part# 619286-001-M6625 Assembly Part# 597609-001-M6625 Model# EG0300FBLSE-M6625 Model# EG0300FBDBR-M6625 ;HP Enterprise;EG0300FBLSE-M6625-10PK;10K;M6625 Hard Drive;SAS;300GB;10000 RPM;;
390186;200338; DG146ABAB4 HP 146-GB 3G  2.5 SP SAS ; Description:2 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Single Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 431958-B21 Spare 432320-001 Assembly 431954-003 Model# DG146ABAB4;HP Enterprise;DG146ABAB4-2Pack;10K;Proliant HardDrive;SAS;146GB;;;$122.27, USD
15370937;149106; 353042-001 HP 80-GB 7.2K 3.5 SATA,  New 353042-001 SATA 5 Pack Wholesale Price 353042-001-5Pack;Description:5 x 80GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch highIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 349237-B21 Spare Part# 353042-001 Assembly Part# 332649-002 Model# 6Y080M0 ;HP Enterprise;353042-001-5Pack;7.2K;Proliant HardDrive;SATA;80GB;7200RPM;;
11005842;50159; 507614-S21 HP 1-TB 6G 7.2K 3.5 DP SAS,  New 507614-S21 SAS 10 Pack Wholesale Price 507614-S21-10Pack ;Description:10 x 1TB 6G Serial Attached SCSI (SAS) 7.2K3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s)Option Part# 507614-B21 or 507614-S21Spare Part# 508011-001Assembly Part# 461134-003Assembly Part# 507613-001Assembly Part# 537786-001Model# MB1000FAMYU  ;HP Enterprise;507614-S21-10Pack;7.2K;Proliant HardDrive;SAS;1TB;7200RPM;Hewlett Packard;
16633007;27843; 507129-010 HP 146-GB 6G 15K 2.5 DP SAS,  Price 507129-010-10Pack New 507129-010 SAS 10 Pack ;Description:10 x 146GB 2.5-inch 6G Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 15K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 512547-B21 Spare Part# 512744-001 Assembly Part# 507129-010 Model# EH0146FARUB  ;HP Enterprise;507129-010-10Pack;15K;Proliant HardDrive;SAS;146GB;15000RPM;;
4894969;342593; , ST3146855FCV Seagate 146-GB 15K FC-AL   ST3146855FCV Wholesale Price ST3146855FCV;Description:Seagate 146GB 15K Fibre Channel40 pin 2GB/s HotSwap FCAL Hard DrivePart Number(s) Manufacturer Part# ST3146855FCV ;Seagate;ST3146855FCV;15K;Seagate HardDrive;Fibre Channel;146GB;;Seagate;
9971274;185786; 142671-B21 HP 9.1GB Ultra3 10K SCSI Hard Drive,  Price 142671-B21 Drive Wholesale 142671-B21;Description:HP SCSI 9.1GB 10000RPM Ultra3 Hot-Pluggable Hard DrivePart Number(s)Option Part# 142671-B21 ;HP Enterprise;142671-B21;10K;Proliant HardDrive;Ultra3;9.1GB;;;
15290761;370476; 693647-001 HP G8 G9 1.2-TB 6G 10K 2.5 SAS SC ; Description:5 x HPE 1.2TB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 10K Enterprise Hot-Plug Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 697574-B21 Spare 697631-001 Assembly 693647-001 697578-003 726480-001 SmartBuy 697574-S21 Model# EG1200FCVBQ EG1200FDNJT;HP Enterprise;693647-001-5Pack;10K;Proliant HardDrive;SAS SC;1.2TB;10000RPM;;CAD, $2,069.16 CAD
7137634;110804; 375872-S21 HP 146-GB 3G 15K 3.5 SP SAS HDD,  Price 375872-S21 New 375872-S21 HDD Wholesale;Description:146GB Serial Attached SCSI (SAS) 3G 15K 3.5-inch Single Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 375872-B21 Option Part# 375872-S21 Spare Part# 376595-001 Assembly Part# 443169-002 Assembly Part# 392254-003 Assembly Part# 375698-003 Assembly Part# 431943-003 Assembly Part# 481653-002 Model# DF146A4941 Model# DF146A9845 Model# DF146A8B57 Model# DF146ABAA9 Model# DF146BAFDU ;HP Enterprise;375872-S21;15K;Proliant HardDrive;SAS;146GB;15000RPM;Hewlett Packard;
7776951;222115; DD400B8541 HP 400-GB 10K 3.5 DP SAS,  New DD400B8541 SAS 5 Pack Wholesale Price DD400B8541-5Pack;Description:5 x 400GB Serial Attached SCSI (SAS) 10K 3.5-inch Dual Port Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 459508-B21 Spare Part# 456896-001 Assembly Part# 455543-001 Model# DD400B8541 ;HP Enterprise;DD400B8541-5Pack;10K;Proliant HardDrive;SAS;400GB;10000RPM;Hewlett Packard;
3479622;32008; 459512-002 HP 146-GB 3G 10K 2.5 DP  ; Description:5 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 3G Dual Port Hot-Plug 10K Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s) Option Part# 418367-B21 Spare 418399-001 Assembly 459512-002 Model# DG146BAAJB;HP Enterprise;459512-002-5Pack;10K;Proliant HardDrive;SAS;146GB;10000RPM;;USD, $312.20
233822;14247378; , 300874-B21 HP 2GB DP FC Mezzanine Card Price 300874-B21 New 300874-B21 Card Wholesale;Description:HP 2GB Dual-Port Fibre Channel Mezzanine CardFor Proliant BL20P G2 Server BladePart Number(s)    Option Part# 300874-B21 Spare Part# 305313-001 ;HP Enterprise;300874-B21;FC 2GB GBIC;Proliant Option;BL20p G2;;;;
15560801;814477; ST2000NM0011 HP G8 G9 2-TB 6G 7.2K 3.5 SATA SC,  Price ST2000NM0011-2Pack New ST2000NM0011 SC 2 Pack ;Description:2 x HPE 2TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive in G8 G9(Gen8 Gen9) SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 658079-B21 Spare Part# 658102-001 Assembly Part# 638519-002 Assembly Part# 658084-003 Model# MB2000GBUPB Model# MB2000GCEHK Model# ST2000NM0011 ;HP Enterprise;ST2000NM0011-2Pack;7.2K;Proliant HardDrive;SATA SC;2000GB;7200RPM;;
14137093;15649601; 42D0652 IBM 146-GB 15K 2.5 SAS HP,  New 42D0652 HP 10 Pack Wholesale Price 42D0652-10Pack;Description:10 x IBM 146GB 6G Serial Attached SCSI 2 (SAS-2) 2.5-inch 15K Single Port SFF Hard DrivePart Number(s) IBM Option Part# 42D0652 IBM FRU# 42D0653 IBM Part# 42D0656 ;IBM;42D0652-10Pack;15K;IBM HardDrive;SAS SFF;146GB;15000RPM;;
17501586;183146; 399969-001 HP 250-GB 7.2K 3.5 SATA NHP HDD ; Description:250GB 3.5-inch SATA 150MB/s 7.2K NHP Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 411276-B21 Spare 399969-001 Assembly 391335-002 391335-004 407525-003 431689-001 432337-001 454141-001 Model# 6L250S0 GB0250C8045 ST3250624AS ST3250620NS WD2500YS-70SHB0;HP Enterprise;399969-001;7.2K;Proliant Hard Drive;SATA NHP;;7200RPM;;$127.45, USD
16727571;1007590; ST9146853SS Seagate 146-GB 15K 2.5 6G DP SAS ; Description:Seagate 146GB 6G 15K RPM 64MB Dual Port 2.5-inch SFF Serial Attached SCSI (SAS) Hard DrivePart Number(s) Manufacturer Part# ST9146853SS;Seagate;ST9146853SS;15K;Seagate HardDrive;SAS SFF;146GB;15000RPM;Seagate;$109.95, USD
419107;384812; 655710-S21 HP G8 G9 1-TB 6G 7.2K 2.5  SC  ; Description:HP G8 G9 (Gen8 Gen9) 1TB 2.5-inch (SFF) Serial ATA(SATA) 6G 7.2K Hot-Plug Midline (MDL) Hard Drive in G8G9 SmartDrive Carrier (SC) (as pictured) Genuine HPE serial number and firmware Certified DrivePart Number(s) Option Part# 655710-B21 Spare 656108-001 Assembly 614829-003 Model# MM1000GBKAL ST91000640NS SmartBuy 655710-S21;HP Enterprise;655710-S21;7.2K;Proliant HardDrive;SATA SC;1000GB;7200RPM;;CAD, $280.74 CAD
8650502;690298; 691866-B21 HP G8 G9 400-GB 6G 2.5  SSD,  Price 691866-B21-2Pack New 691866-B21 SSD 2 Pack Wholesale;Description:2 x HPE G8 G9 400GB 2.5-inch Small Form Factor (SFF) Pluggable Mainstream Enterprise (ME) SerialATA (SATA) 6G SC Solid State (SSD)Enterprise Mainstream (EM) Hard DriveIn HPE 2.5-inch G8 G9 Hot-Plug Hard Drive traySmart Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State Drive Part Number(s) Option Part# 691866-B21 Spare Part# 692166-001 Assembly Part# 691842-003 Model# MK0400GCTZA Model# SSDSC2BA400G3P ;HP Enterprise;691866-B21-2Pack;Solid State Drive;Proliant HardDrive;SATA SSD;400GB;;;
3887225;718972; MBD2147RC Fujitsu 146-GB 6G 10K 2.5 SAS ; Description:10 x Fujitsu 146GB Serial Attached SCSI (SAS) 2.5-inch (SFF) 6G 10K Hot-Plug Hard DrivePart Number(s) Part# MBD2147RC;Fujitsu;MBD2147RC-10Pack;10K;Fujitsu HardDrive;SAS;146GB;10000RPM;Fujitsu;CAD, $1,140.56 CAD
7554929;368693;  159125-001 HP Proliant DL380 G1 PS; Description:2 x Compaq Proliant 275W Hot-Plug Power SuppliesFor the DL380 G1 Server Part Number(s)Option Part# 159125-001;HP Enterprise;159125-001-2Pack;Proliant Power Supply;Proliant;DL380 G1;;;Hewlett Packard;CAD, $168.94 CAD
10058981;416337; 460357-B21 HP 250-GB 3G 5.4K 2.5 NHP SATA HDD,  Price 460357-B21 New 460357-B21 HDD Wholesale;Description:HP 250GB 2.5-inch 3G 5.4K Entry (ETY) Non-Hot-Plug (NHP) SATA DriveGenuine HPE Serial number and firmwarePart Number(s)Option Part# 460357-B21 ;HP Enterprise;460357-B21;5.4K;Proliant Hard Drive;SATA NHP;;5400RPM;;
12211656;641292; 530932-001 HP 160-GB 3G 7.2K 2.5 SATA HDD ; Description:160GB Serial ATA (SATA) Hot-Plug SFF 3Gb/s Midline (MDL) 7200 RPM 2.5-inch form factor 1.0 inch high Hard DriveIn HPE Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine serial number and firmwareGenuine Certified DrivePart Number(s)Option Part# 530888-B21Spare 530932-001Assembly 507749-002Model# VM0160EASRP;HP Enterprise;530932-001;7.2K;Proliant HardDrive;SATA;160GB;7200RPM;;$185.95, USD
2438603;13185318; 418397-001 HP 36-GB 3G 15K  DP SAS,  Price 418397-001-2Pack New 418397-001 SAS 2 Pack Wholesale;Description:2 x HPE 36GB 2.5-inch (SFF) Serial Attached SCSI (SAS) 3G Dual Port (DP) 15K Hot-Plug Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 418369-B21 Option Part# 418370-B21 Spare Part# 418397-001 Assembly Part# 430169-001 Assembly Part# 459889-001 Assembly Part# 504064-001 Model# DH036BAAKL Model# DH0036BALWK Model# DH036BB977 ;HP Enterprise;418397-001-2Pack;15K;Proliant HardDrive;SAS;36GB;15000RPM;;
351387;381831; 589090-B21 HP Xeon E7540 2.0GHz BL680c ,  New 589090-B21  Wholesale Price 589090-B21;Description:HP Intelï¿½ Xeonï¿½ E7540 BL680c G7 (2.0GHz/6-core/12MB/105W)Full Processor Option KitPart Number(s) Manufacturer Part# 589090-B21 ;HP Enterprise;589090-B21;Intel Xeon;Proliant Processor;G7;;;;
5254805;174783; 652625-002-SC HP G8 G9 300-GB 6G 15K 2.5 SAS SC,  New 652625-002-SC SC 2 Pack Wholesale Price 652625-002-SC-2Pack;Description:2 x HPE 300GB 2.5-inch (SFF) Serial Attached SCSI (SAS)6G 15K Hot-Plug Hard Drive in G8 G9 (Gen8 Gen9)SmartDrive Carrier (SC) (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 652611-B21 Spare Part# 653960-001 Assembly Part# 652625-002 Assembly Part# 627114-002 Model# EH0300FCBVC Model# EH0300FBQDD Model# ST9300653SS ;HP Enterprise;652625-002-SC-2Pack;15K;Proliant HardDrive;SAS SC;300GB;15000RPM;;
